RE
16 10867686
17 10876020
14 10884354
17 10892688
15 10901022
18 10909356
20 10917690
34 10926024
65 10934358
105 10942692
137 10951026
162 10959360
183 10967694
209 10976028
228 10984362
252 10992696
278 11001030
307 11009364
329 11017698
350 11026032
375 11034366
401 11042700
428 11051034
461 11059368
490 11067702
517 11076036
544 11084370
563 11092704
585 11101038
606 11109372
631 11117706
651 11126040
671 11134374
688 11142708
705 11151042
722 11159376
734 11167710
746 11176044
763 11184378
775 11192712
783 11201046
793 11209380
803 11217714
810 11226048
821 11234382
829 11242716
834 11251050
846 11259384
853 11267718
860 11276052
866 11284386
876 11292720
882 11301054
892 11309388
893 11317722
900 11326056
904 11334390
909 11342724
910 11351058
915 11359392
917 11367726
918 11376060
922 11384394
922 11392728
923 11401062
928 11409396
930 11417730
933 11426064
936 11434398
938 11442732
943 11451066
945 11459400
947 11467734
951 11476068
956 11484402
957 11492736
961 11501070
965 11509404
970 11517738
966 11526072
972 11534406
972 11542740
975 11551074
975 11559408
977 11567742
977 11576076
978 11584410
977 11592744
976 11601078
979 11609412
981 11617746
981 11626080
980 11634414
982 11642748
982 11651082
984 11659416
983 11667750
983 11676084
987 11684418
986 11692752
987 11701086
989 11709420
989 11717754
989 11726088
990 11734422
992 11742756
989 11751090
991 11759424
992 11767758
993 11776092
992 11784426
996 11792760
993 11801094
995 11809428
996 11817762
997 11826096
997 11834430
995 11842764
997 11851098
997 11859432
997 11867766
994 11876100
998 11884434
998 11892768
999 11901102
1001 11909436
999 11917770
1001 11926104
1000 11934438
1001 11942772
1004 11951106
1005 11959440
1001 11967774
1003 11976108
1004 11984442
1004 11992776
1006 12001110
1004 12009444
1004 12017778
1003 12026112
1003 12034446
1005 12042780
1004 12051114
1004 12059448
1005 12067782
1005 12076116
1007 12084450
1007 12092784
1007 12101118
1008 12109452
1008 12117786
1009 12126120
1008 12134454
1008 12142788
1008 12151122
1008 12159456
1011 12167790
1008 12176124
1010 12184458
1008 12192792
1010 12201126
1011 12209460
1011 12217794
1009 12226128
1009 12234462
1010 12242796
1011 12251130
1014 12259464
1012 12267798
1011 12276132
1011 12284466
1010 12292800
1010 12301134
1014 12309468
1013 12317802
1012 12326136
1010 12334470
1012 12342804
1013 12351138
1013 12359472
1012 12367806
1012 12376140
1012 12384474
1014 12392808
1013 12401142
1012 12409476
1013 12417810
1012 12426144
1012 12434478
1014 12442812
1011 12451146
1010 12459480
1014 12467814
1016 12476148
1016 12484482
1012 12492816
1013 12501150
1011 12509484
1013 12517818
1015 12526152
1013 12534486
1018 12542820
1017 12551154
1015 12559488
1015 12567822
1016 12576156
1014 12584490
1013 12592824
1017 12601158
1016 12609492
1015 12617826
1015 12626160
1015 12634494
1017 12642828
1015 12651162
1016 12659496
1015 12667830
1017 12676164
1018 12684498
1015 12692832
1014 12701166
1018 12709500
1014 12717834
1017 12726168
1017 12734502
1017 12742836
1015 12751170
1018 12759504
1017 12767838
1018 12776172
1018 12784506
1020 12792840
1018 12801174
1021 12809508
1018 12817842
1018 12826176
1020 12834510
1019 12842844
1021 12851178
1019 12859512
1018 12867846
1018 12876180
1019 12884514
1018 12892848
1022 12901182
1020 12909516
1022 12917850
1019 12926184
1022 12934518
1019 12942852
1022 12951186
1018 12959520
1021 12967854
1021 12976188
1021 12984522
1021 12992856
1018 13001190
1022 13009524
1022 13017858
1020 13026192
1021 13034526
1022 13042860
1022 13051194
1021 13059528
1022 13067862
1022 13076196
1022 13084530
1022 13092864
1021 13101198
1020 13109532
1022 13117866
1019 13126200
1020 13134534
1025 13142868
1021 13151202
1022 13159536
